"","ID","Description","Count","GeneRatio","geneID"
"GO:0030720","GO:0030720","oocyte localization involved in germarium-derived egg chamber formation",0,"0/1001",""
"GO:0031292","GO:0031292","gene conversion at mating-type locus, DNA double-strand break processing",0,"0/1001",""
"GO:0032219","GO:0032219","cell wall macromolecule catabolic process involved in cytogamy",0,"0/1001",""
"GO:0032220","GO:0032220","plasma membrane fusion involved in cytogamy",0,"0/1001",""
"GO:0034624","GO:0034624","DNA recombinase assembly involved in gene conversion at mating-type locus",0,"0/1001",""
"GO:0034636","GO:0034636","strand invasion involved in gene conversion at mating-type locus",0,"0/1001",""
"GO:0035037","GO:0035037","sperm entry",0,"0/1001",""
"GO:0035038","GO:0035038","female pronucleus assembly",0,"0/1001",""
"GO:0035039","GO:0035039","male pronucleus assembly",0,"0/1001",""
"GO:0035040","GO:0035040","sperm nuclear envelope removal",0,"0/1001",""
"GO:0035041","GO:0035041","sperm chromatin decondensation",0,"0/1001",""
"GO:0035042","GO:0035042","fertilization, exchange of chromosomal proteins",0,"0/1001",""
"GO:0035044","GO:0035044","sperm aster formation",0,"0/1001",""
"GO:0035046","GO:0035046","pronuclear migration",0,"0/1001",""
"GO:0035471","GO:0035471","luteinizing hormone signaling pathway involved in ovarian follicle development",0,"0/1001",""
"GO:0043093","GO:0043093","FtsZ-dependent cytokinesis",0,"0/1001",""
"GO:0045450","GO:0045450","bicoid mRNA localization",0,"0/1001",""
"GO:0045729","GO:0045729","respiratory burst at fertilization",0,"0/1001",""
"GO:0046595","GO:0046595","establishment of pole plasm mRNA localization",0,"0/1001",""
"GO:0048359","GO:0048359","mucilage metabolic process involved in seed coat development",0,"0/1001",""
"GO:0048497","GO:0048497","maintenance of floral organ identity",0,"0/1001",""
"GO:0048544","GO:0048544","recognition of pollen",0,"0/1001",""
"GO:0048573","GO:0048573","photoperiodism, flowering",0,"0/1001",""
"GO:0051663","GO:0051663","oocyte nucleus localization involved in oocyte dorsal/ventral axis specification",0,"0/1001",""
"GO:0060011","GO:0060011","Sertoli cell proliferation",0,"0/1001",""
"GO:0060466","GO:0060466","activation of meiosis involved in egg activation",0,"0/1001",""
"GO:0060468","GO:0060468","prevention of polyspermy",0,"0/1001",""
"GO:0060469","GO:0060469","positive regulation of transcription involved in egg activation",0,"0/1001",""
"GO:0060470","GO:0060470","positive regulation of cytosolic calcium ion concentration involved in egg activation",0,"0/1001",""
"GO:0060471","GO:0060471","cortical granule exocytosis",0,"0/1001",""
"GO:0060474","GO:0060474","positive regulation of flagellated sperm motility involved in capacitation",0,"0/1001",""
"GO:0060475","GO:0060475","positive regulation of actin filament polymerization involved in acrosome reaction",0,"0/1001",""
"GO:0060476","GO:0060476","protein localization involved in acrosome reaction",0,"0/1001",""
"GO:0060478","GO:0060478","acrosomal vesicle exocytosis",0,"0/1001",""
"GO:0060518","GO:0060518","cell migration involved in prostatic bud elongation",0,"0/1001",""
"GO:0060519","GO:0060519","cell adhesion involved in prostatic bud elongation",0,"0/1001",""
"GO:0060673","GO:0060673","cell-cell signaling involved in placenta development",0,"0/1001",""
"GO:0060738","GO:0060738","epithelial-mesenchymal signaling involved in prostate gland development",0,"0/1001",""
"GO:0060739","GO:0060739","mesenchymal-epithelial cell signaling involved in prostate gland development",0,"0/1001",""
"GO:0060781","GO:0060781","mesenchymal cell proliferation involved in prostate gland development",0,"0/1001",""
"GO:0060783","GO:0060783","mesenchymal smoothened signaling pathway involved in prostate gland development",0,"0/1001",""
"GO:0060858","GO:0060858","vesicle-mediated transport involved in floral organ abscission",0,"0/1001",""
"GO:0060869","GO:0060869","transmembrane receptor protein serine/threonine kinase signaling pathway involved in floral organ abscission",0,"0/1001",""
"GO:0060870","GO:0060870","cell wall disassembly involved in floral organ abscission",0,"0/1001",""
"GO:0061450","GO:0061450","trophoblast cell migration",0,"0/1001",""
"GO:0061500","GO:0061500","gene conversion at mating-type locus, termination of copy-synthesis",0,"0/1001",""
"GO:0061883","GO:0061883","clathrin-dependent endocytosis involved in vitellogenesis",0,"0/1001",""
"GO:0061948","GO:0061948","premature acrosome loss",0,"0/1001",""
"GO:0061955","GO:0061955","positive regulation of actin filament depolymerization involved in acrosome reaction",0,"0/1001",""
"GO:0070871","GO:0070871","cell wall organization involved in conjugation with cellular fusion",0,"0/1001",""
"GO:0070872","GO:0070872","plasma membrane organization involved in conjugation with cellular fusion",0,"0/1001",""
"GO:0071507","GO:0071507","MAPK cascade involved in conjugation with cellular fusion",0,"0/1001",""
"GO:0071508","GO:0071508","activation of MAPK activity involved in conjugation with cellular fusion",0,"0/1001",""
"GO:0071509","GO:0071509","activation of MAPKK activity involved in conjugation with cellular fusion",0,"0/1001",""
"GO:0071510","GO:0071510","activation of MAPKKK activity involved in conjugation with cellular fusion",0,"0/1001",""
"GO:0071511","GO:0071511","inactivation of MAPK activity involved in conjugation with cellular fusion",0,"0/1001",""
"GO:0072409","GO:0072409","detection of stimulus involved in meiotic cell cycle checkpoint",0,"0/1001",""
"GO:1902064","GO:1902064","regulation of transcription from RNA polymerase II promoter involved in spermatogenesis",0,"0/1001",""
"GO:1902397","GO:1902397","detection of stimulus involved in meiotic spindle checkpoint",0,"0/1001",""
"GO:1902441","GO:1902441","protein localization to meiotic spindle pole body",0,"0/1001",""
"GO:0022608","GO:0022608","multicellular organism adhesion",0,"0/1001",""
"GO:0044406","GO:0044406","adhesion of symbiont to host",0,"0/1001",""
"GO:0090675","GO:0090675","intermicrovillar adhesion",0,"0/1001",""
"GO:0021807","GO:0021807","motogenic signaling initiating cell movement in cerebral cortex",0,"0/1001",""
"GO:0021837","GO:0021837","motogenic signaling involved in postnatal olfactory bulb interneuron migration",0,"0/1001",""
"GO:0021838","GO:0021838","motogenic signaling involved in interneuron migration from the subpallium to the cortex",0,"0/1001",""
"GO:0035636","GO:0035636","multi-organism signaling",0,"0/1001",""
"GO:0035426","GO:0035426","extracellular matrix-cell signaling",0,"0/1001",""
"GO:0002021","GO:0002021","response to dietary excess",0,"0/1001",""
"GO:0003053","GO:0003053","circadian regulation of heart rate",0,"0/1001",""
"GO:0009561","GO:0009561","megagametogenesis",0,"0/1001",""
"GO:0009845","GO:0009845","seed germination",0,"0/1001",""
"GO:0010022","GO:0010022","meristem determinacy",0,"0/1001",""
"GO:0010073","GO:0010073","meristem maintenance",0,"0/1001",""
"GO:0010162","GO:0010162","seed dormancy process",0,"0/1001",""
"GO:0010232","GO:0010232","vascular transport",0,"0/1001",""
"GO:0016203","GO:0016203","muscle attachment",0,"0/1001",""
"GO:0022004","GO:0022004","midbrain-hindbrain boundary maturation during brain development",0,"0/1001",""
"GO:0022005","GO:0022005","midbrain-hindbrain boundary maturation during neural plate development",0,"0/1001",""
"GO:0030431","GO:0030431","sleep",0,"0/1001",""
"GO:0030588","GO:0030588","pseudocleavage",0,"0/1001",""
"GO:0032898","GO:0032898","neurotrophin production",0,"0/1001",""
"GO:0032941","GO:0032941","secretion by tissue",0,"0/1001",""
"GO:0035073","GO:0035073","pupariation",0,"0/1001",""
"GO:0035074","GO:0035074","pupation",0,"0/1001",""
"GO:0035314","GO:0035314","scab formation",0,"0/1001",""
"GO:0035889","GO:0035889","otolith tethering",0,"0/1001",""
"GO:0036363","GO:0036363","transforming growth factor beta activation",0,"0/1001",""
"GO:0043480","GO:0043480","pigment accumulation in tissues",0,"0/1001",""
"GO:0048647","GO:0048647","polyphenic determination",0,"0/1001",""
"GO:0055046","GO:0055046","microgametogenesis",0,"0/1001",""
"GO:0055127","GO:0055127","vibrational conductance of sound to the inner ear",0,"0/1001",""
"GO:0071684","GO:0071684","organism emergence from protective structure",0,"0/1001",""
"GO:0071827","GO:0071827","plasma lipoprotein particle organization",0,"0/1001",""
"GO:0090664","GO:0090664","response to high population density",0,"0/1001",""
"GO:0097167","GO:0097167","circadian regulation of translation",0,"0/1001",""
"GO:0097207","GO:0097207","bud dormancy process",0,"0/1001",""
"GO:1990110","GO:1990110","callus formation",0,"0/1001",""
"GO:0009838","GO:0009838","abscission",0,"0/1001",""
"GO:0009847","GO:0009847","spore germination",0,"0/1001",""
"GO:0010014","GO:0010014","meristem initiation",0,"0/1001",""
"GO:0022611","GO:0022611","dormancy process",0,"0/1001",""
"GO:0097737","GO:0097737","acquisition of mycelium reproductive competence",0,"0/1001",""
"GO:0043934","GO:0043934","sporulation",0,"0/1001",""
"GO:0044111","GO:0044111","development involved in symbiotic interaction",0,"0/1001",""
"GO:0060033","GO:0060033","anatomical structure regression",0,"0/1001",""
"GO:0090644","GO:0090644","age-related resistance",0,"0/1001",""
"GO:0031987","GO:0031987","locomotion involved in locomotory behavior",0,"0/1001",""
"GO:0033058","GO:0033058","directional locomotion",0,"0/1001",""
"GO:0036268","GO:0036268","swimming",0,"0/1001",""
"GO:0051821","GO:0051821","dissemination or transmission of organism from other organism involved in symbiotic interaction",0,"0/1001",""
"GO:0052192","GO:0052192","movement in environment of other organism involved in symbiotic interaction",0,"0/1001",""
"GO:0060361","GO:0060361","flight",0,"0/1001",""
"GO:0071965","GO:0071965","multicellular organismal locomotion",0,"0/1001",""
"GO:0033060","GO:0033060","ocellus pigmentation",0,"0/1001",""
"GO:0043474","GO:0043474","pigment metabolic process involved in pigmentation",0,"0/1001",""
"GO:0043476","GO:0043476","pigment accumulation",0,"0/1001",""
"GO:0022403","GO:0022403","cell cycle phase",0,"0/1001",""
"GO:0022601","GO:0022601","menstrual cycle phase",0,"0/1001",""
"GO:0060206","GO:0060206","estrous cycle phase",0,"0/1001",""
"GO:0072690","GO:0072690","single-celled organism vegetative growth phase",0,"0/1001",""
"GO:0007624","GO:0007624","ultradian rhythm",0,"0/1001",""
"GO:0042753","GO:0042753","positive regulation of circadian rhythm",0,"0/1001",""
"GO:0045760","GO:0045760","positive regulation of action potential",0,"0/1001",""
"GO:0051919","GO:0051919","positive regulation of fibrinolysis",0,"0/1001",""
"GO:0060301","GO:0060301","positive regulation of cytokine activity",0,"0/1001",""
"GO:1900048","GO:1900048","positive regulation of hemostasis",0,"0/1001",""
"GO:1900097","GO:1900097","positive regulation of dosage compensation by inactivation of X chromosome",0,"0/1001",""
"GO:1900454","GO:1900454","positive regulation of long term synaptic depression",0,"0/1001",""
"GO:1902474","GO:1902474","positive regulation of protein localization to synapse",0,"0/1001",""
"GO:1902632","GO:1902632","positive regulation of membrane hyperpolarization",0,"0/1001",""
"GO:1902685","GO:1902685","positive regulation of receptor localization to synapse",0,"0/1001",""
"GO:1903549","GO:1903549","positive regulation of growth hormone activity",0,"0/1001",""
"GO:1903666","GO:1903666","positive regulation of asexual reproduction",0,"0/1001",""
"GO:1904181","GO:1904181","positive regulation of membrane depolarization",0,"0/1001",""
"GO:1904582","GO:1904582","positive regulation of intracellular mRNA localization",0,"0/1001",""
"GO:1904704","GO:1904704","positive regulation of protein localization to cell-cell adherens junction",0,"0/1001",""
"GO:1904874","GO:1904874","positive regulation of telomerase RNA localization to Cajal body",0,"0/1001",""
"GO:1904912","GO:1904912","positive regulation of establishment of RNA localization to telomere",0,"0/1001",""
"GO:1904915","GO:1904915","positive regulation of establishment of protein-containing complex localization to telomere",0,"0/1001",""
"GO:1905099","GO:1905099","positive regulation of guanyl-nucleotide exchange factor activity",0,"0/1001",""
"GO:1905339","GO:1905339","positive regulation of cohesin unloading",0,"0/1001",""
"GO:1905514","GO:1905514","positive regulation of short-term synaptic potentiation",0,"0/1001",""
"GO:1905605","GO:1905605","positive regulation of maintenance of permeability of blood-brain barrier",0,"0/1001",""
"GO:2000199","GO:2000199","positive regulation of ribonucleoprotein complex localization",0,"0/1001",""
"GO:2000327","GO:2000327","positive regulation of ligand-dependent nuclear receptor transcription coactivator activity",0,"0/1001",""
"GO:0042754","GO:0042754","negative regulation of circadian rhythm",0,"0/1001",""
"GO:0048086","GO:0048086","negative regulation of developmental pigmentation",0,"0/1001",""
"GO:0051918","GO:0051918","negative regulation of fibrinolysis",0,"0/1001",""
"GO:0110066","GO:0110066","negative regulation of interphase mitotic telomere clustering",0,"0/1001",""
"GO:1900096","GO:1900096","negative regulation of dosage compensation by inactivation of X chromosome",0,"0/1001",""
"GO:1900272","GO:1900272","negative regulation of long-term synaptic potentiation",0,"0/1001",""
"GO:1900453","GO:1900453","negative regulation of long term synaptic depression",0,"0/1001",""
"GO:1902631","GO:1902631","negative regulation of membrane hyperpolarization",0,"0/1001",""
"GO:1902684","GO:1902684","negative regulation of receptor localization to synapse",0,"0/1001",""
"GO:1902886","GO:1902886","negative regulation of proteasome-activating ATPase activity",0,"0/1001",""
"GO:1903548","GO:1903548","negative regulation of growth hormone activity",0,"0/1001",""
"GO:1903665","GO:1903665","negative regulation of asexual reproduction",0,"0/1001",""
"GO:1904180","GO:1904180","negative regulation of membrane depolarization",0,"0/1001",""
"GO:1904537","GO:1904537","negative regulation of mitotic telomere tethering at nuclear periphery",0,"0/1001",""
"GO:1904581","GO:1904581","negative regulation of intracellular mRNA localization",0,"0/1001",""
"GO:1904703","GO:1904703","negative regulation of protein localization to cell-cell adherens junction",0,"0/1001",""
"GO:1904873","GO:1904873","negative regulation of telomerase RNA localization to Cajal body",0,"0/1001",""
"GO:1904911","GO:1904911","negative regulation of establishment of RNA localization to telomere",0,"0/1001",""
"GO:1904914","GO:1904914","negative regulation of establishment of protein-containing complex localization to telomere",0,"0/1001",""
"GO:1905098","GO:1905098","negative regulation of guanyl-nucleotide exchange factor activity",0,"0/1001",""
"GO:1905338","GO:1905338","negative regulation of cohesin unloading",0,"0/1001",""
"GO:1905385","GO:1905385","negative regulation of protein localization to presynapse",0,"0/1001",""
"GO:1905513","GO:1905513","negative regulation of short-term synaptic potentiation",0,"0/1001",""
"GO:1905604","GO:1905604","negative regulation of maintenance of permeability of blood-brain barrier",0,"0/1001",""
"GO:1905869","GO:1905869","negative regulation of 3'-UTR-mediated mRNA stabilization",0,"0/1001",""
"GO:2000198","GO:2000198","negative regulation of ribonucleoprotein complex localization",0,"0/1001",""
"GO:2000326","GO:2000326","negative regulation of ligand-dependent nuclear receptor transcription coactivator activity",0,"0/1001",""
"GO:0071898","GO:0071898","regulation of estrogen receptor binding",0,"0/1001",""
"GO:1902630","GO:1902630","regulation of membrane hyperpolarization",0,"0/1001",""
"GO:1903664","GO:1903664","regulation of asexual reproduction",0,"0/1001",""
"GO:1905097","GO:1905097","regulation of guanyl-nucleotide exchange factor activity",0,"0/1001",""
"GO:1905603","GO:1905603","regulation of maintenance of permeability of blood-brain barrier",0,"0/1001",""
"GO:0051775","GO:0051775","response to redox state",0,"0/1001",""
"GO:0035732","GO:0035732","nitric oxide storage",0,"0/1001",""
"GO:0036214","GO:0036214","contractile ring localization",0,"0/1001",""
"GO:0044366","GO:0044366","feeding on or from other organism",0,"0/1001",""
"GO:0051816","GO:0051816","acquisition of nutrients from other organism during symbiotic interaction",0,"0/1001",""
"GO:0098630","GO:0098630","aggregation of unicellular organisms",0,"0/1001",""
"GO:0098740","GO:0098740","multi organism cell adhesion",0,"0/1001",""
"GO:0009407","GO:0009407","toxin catabolic process",0,"0/1001",""
"GO:0010127","GO:0010127","mycothiol-dependent detoxification",0,"0/1001",""
"GO:0010312","GO:0010312","detoxification of zinc ion",0,"0/1001",""
"GO:0051410","GO:0051410","detoxification of nitrogen compound",0,"0/1001",""
"GO:0071722","GO:0071722","detoxification of arsenic-containing substance",0,"0/1001",""
"GO:0016080","GO:0016080","synaptic vesicle targeting",0,"0/1001",""
"GO:0099069","GO:0099069","synaptic vesicle tethering involved in synaptic vesicle exocytosis",0,"0/1001",""
"GO:0099502","GO:0099502","calcium-dependent activation of synaptic vesicle fusion",0,"0/1001",""
"GO:0099703","GO:0099703","induction of synaptic vesicle exocytosis by positive regulation of presynaptic cytosolic calcium ion concentration",0,"0/1001",""
